"D2015","D2015 - Nominal","K2015 ","D2020","D2020 - Nominal","T2020","BIEDRON","BOSAK","DUDA","HOŁOWNIA","JAKUBIAK","KOS-KAM","PIOTROWSKI","TANAJNO","TRZASK","WITK","ŻÓŁTEK","KO","KONF","PSL","PIS","SLD","NP","NoLegVot - T1 2020","NoLegVot - T2 2020","NoVoters - T1 2020","NoVoters - T2 2020","VotFreq T1 2020","VotFreq T2 2020"
84.52,"D",15.48,84.71,"D",15.29,0.68,8.38,73.15,6.99,0.15,3.29,0.19,0.04,6.91,0.0,0.23,3.88,6.13,13.48,73.57,2.04,0.74,2658,2864,4227,4227,62.64,67.75
82.32,"D",17.68,85.64,"D",14.36,0.82,4.57,78.16,7.86,0.09,2.38,0.0,0.0,6.03,0.05,0.05,5.52,2.63,7.8,80.52,2.58,0.55,2195,2381,3557,3545,61.54,67.17
62.35,"D",37.65,61.63,"D",38.37,1.44,9.09,51.05,12.67,0.19,2.22,0.13,0.16,22.73,0.09,0.23,17.12,8.84,12.65,52.46,7.36,1.25,20444,21237,30815,30770,66.16,69.02
60.23,"D",39.77,68.64,"D",31.36,1.59,6.7,58.26,9.16,0.16,7.09,0.16,0.0,16.81,0.08,0.0,7.28,5.23,21.19,54.72,6.77,4.81,2536,2822,4515,4482,55.88,62.96
84.0,"D",16.0,80.65,"D",19.35,0.94,6.21,72.54,7.52,0.25,2.13,0.13,0.13,9.91,0.06,0.19,9.62,5.1,9.4,72.81,2.48,0.22,1598,1793,2309,2393,69.08,74.93
53.62,"D",46.38,48.36,"T",51.64,2.07,7.32,41.02,13.82,0.14,2.65,0.08,0.08,32.27,0.2,0.36,28.46,8.48,9.01,42.01,10.42,1.38,15900,16012,21115,21014,75.12,76.2
59.2,"D",40.8,61.18,"D",38.82,1.37,8.97,49.01,20.23,0.35,2.32,0.09,0.21,17.17,0.07,0.21,21.87,7.74,8.01,51.56,8.79,0.97,4317,4518,7295,7306,59.01,61.84
33.8,"T",66.2,31.26,"T",68.74,1.62,7.02,26.95,19.75,0.18,2.63,0.09,0.13,41.26,0.13,0.22,35.55,7.51,12.51,27.03,17.4,,2285,2326,3325,3298,68.51,70.53
73.77,"D",26.23,73.29,"D",26.71,0.93,5.57,64.07,11.18,0.1,2.43,0.13,0.03,15.21,0.06,0.29,10.55,5.66,10.59,67.47,4.31,0.99,3134,3422,4717,4739,66.21,72.21
60.93,"D",39.07,69.76,"D",30.24,1.28,4.94,60.3,11.8,0.2,5.94,0.12,0.08,14.99,0.04,0.32,8.4,5.01,17.52,61.18,6.94,0.94,2518,2755,4145,4173,60.53,66.02
66.96,"D",33.04,62.89,"D",37.11,1.9,7.63,54.02,12.21,0.21,2.07,0.17,0.14,21.39,0.03,0.23,17.52,7.71,6.24,55.85,9.85,1.17,7098,7322,10399,10314,67.89,70.99
53.89,"D",46.11,66.02,"D",33.98,1.6,4.41,58.75,11.76,0.18,3.65,0.13,0.13,19.12,0.1,0.18,11.66,5.57,11.91,54.62,15.74,,3964,4261,7084,7036,55.67,60.56
69.06,"D",30.94,72.5,"D",27.5,1.29,7.12,63.87,9.96,0.15,2.67,0.11,0.08,14.54,0.05,0.16,16.01,5.74,8.12,65.9,4.23,,6145,6519,10415,10421,58.92,62.56
59.25,"D",40.75,67.2,"D",32.8,1.26,4.64,60.36,10.74,0.45,2.6,0.12,0.2,19.37,0.04,0.2,13.63,4.5,10.15,60.41,9.74,1.58,2466,2561,4171,4144,58.91,61.8
74.27,"D",25.73,77.45,"D",22.55,0.9,9.02,67.93,6.65,0.08,3.86,0.08,0.07,11.04,0.07,0.31,6.2,6.78,11.13,69.42,6.47,,6154,6594,9722,9817,63.08,67.17
70.55,"D",29.45,73.51,"D",26.49,1.69,9.13,64.04,7.52,0.33,1.33,0.05,0.1,15.53,0.05,0.23,11.6,7.63,5.86,67.8,6.19,,3990,4224,6852,6832,58.0,61.83
59.69,"D",40.31,61.3,"D",38.7,1.36,5.75,52.39,14.15,0.31,2.68,0.14,0.1,22.9,0.03,0.17,17.5,6.18,15.23,50.19,9.67,1.23,2880,3194,5028,4972,57.06,64.24
77.95,"D",22.05,81.64,"D",18.37,1.04,6.13,74.3,5.88,0.19,3.24,0.1,0.05,8.86,0.05,0.18,8.07,4.5,9.96,73.11,3.75,0.49,8358,8981,12400,12383,67.02,72.53
47.01,"T",52.99,57.09,"D",42.92,2.4,7.54,46.64,16.6,0.26,4.08,0.1,0.05,22.18,0.08,0.08,22.12,6.9,14.92,45.92,9.48,1.34,3937,4058,6732,6728,58.27,60.32
81.92,"D",18.08,81.14,"D",18.86,0.91,10.46,69.79,5.46,0.19,3.99,0.16,0.06,8.83,0.0,0.16,6.41,6.35,12.1,70.53,3.88,0.73,3192,3398,5240,5201,60.76,65.33
64.88,"D",35.12,70.5,"D",29.5,0.79,7.41,61.64,10.97,0.1,3.81,0.15,0.1,14.73,0.05,0.25,19.78,5.05,12.64,58.35,3.57,0.6,2031,2078,3514,3523,57.57,58.98
73.72,"D",26.28,75.59,"D",24.41,1.02,9.6,64.99,8.14,0.11,2.26,0.09,0.06,13.47,0.04,0.22,10.03,8.45,8.55,66.4,5.53,,5422,5548,8728,8649,61.82,64.15
40.86,"T",59.14,51.56,"D",48.44,1.8,6.58,45.87,15.54,0.12,2.31,0.04,0.31,27.2,0.08,0.16,22.23,7.06,15.78,44.42,8.5,2.01,2561,3006,5598,5816,45.64,51.69
66.73,"D",33.27,71.02,"D",28.98,1.38,5.09,61.3,10.03,0.2,4.42,0.24,0.04,17.22,0.0,0.08,10.19,5.03,14.28,60.92,7.47,2.11,2540,2864,4584,4573,55.24,62.63
74.6,"D",25.4,75.18,"D",24.82,0.77,7.25,66.41,8.25,0.09,2.89,0.13,0.02,13.97,0.06,0.17,8.3,5.35,17.32,65.18,2.7,0.33,4730,4991,7555,7483,62.26,66.7
71.03,"D",28.97,66.77,"D",33.23,1.4,9.41,56.17,10.73,0.25,3.06,0.31,0.2,18.16,0.07,0.25,12.78,7.26,13.2,58.56,7.03,1.18,11728,12045,18473,18374,63.25,65.55
39.44,"T",60.56,43.2,"T",56.8,1.88,6.38,35.96,18.87,0.17,3.16,0.08,0.08,33.13,0.08,0.2,25.47,10.99,14.12,33.96,14.61,,3577,3748,5403,5383,66.09,69.63
59.85,"D",40.15,65.23,"D",34.77,1.89,5.47,57.56,12.41,0.04,2.54,0.23,0.0,19.47,0.19,0.19,14.21,6.49,17.37,53.63,7.55,0.76,2596,2758,4198,4132,61.79,66.75
81.29,"D",18.71,83.6,"D",16.4,0.98,6.4,76.4,4.99,0.22,2.28,0.22,0.05,8.3,0.0,0.16,5.1,5.16,10.74,75.64,3.12,0.24,1846,1970,2921,2927,63.09,67.3
63.37,"D",36.63,70.52,"D",29.48,1.34,7.12,60.0,10.62,0.21,4.29,0.07,0.16,15.76,0.16,0.28,14.77,6.03,9.93,64.14,5.12,,4349,4556,7389,7373,58.74,61.79
75.45,"D",24.55,82.54,"D",17.46,0.73,7.58,72.57,5.67,0.08,5.27,0.11,0.05,7.85,0.08,0.03,5.06,6.16,14.59,70.59,3.59,,3737,3894,5567,5708,66.86,68.22
58.58,"D",41.42,60.93,"D",39.07,1.19,7.93,53.11,12.83,0.1,2.47,0.04,0.1,21.99,0.08,0.16,23.97,6.8,7.07,55.27,6.89,,4908,5150,7433,7529,65.84,68.4
74.47,"D",25.53,74.51,"D",25.49,1.17,5.87,66.37,8.1,0.12,3.91,0.04,0.08,14.08,0.04,0.23,6.81,5.4,15.38,67.14,4.39,0.75,2567,2930,4003,4090,63.88,71.64
84.47,"D",15.53,85.09,"D",14.91,0.41,7.05,74.94,9.63,0.17,2.82,0.25,0.0,4.48,0.0,0.25,5.8,4.82,9.11,76.61,2.59,0.8,1213,1335,2353,2360,51.21,56.57
50.67,"D",49.33,56.53,"D",43.47,1.08,8.26,46.71,16.01,0.18,2.2,0.09,0.09,25.14,0.09,0.16,21.3,6.66,7.28,44.94,7.18,,4388,4518,9143,9095,47.82,49.68
59.76,"D",40.24,68.31,"D",31.69,2.05,4.56,60.97,7.26,0.15,7.52,0.2,0.05,16.93,0.1,0.2,8.68,3.75,18.38,59.16,8.01,1.06,2002,2212,3613,3598,55.24,61.48
67.8,"D",32.2,76.18,"D",23.82,1.02,5.89,66.63,9.28,0.13,5.21,0.03,0.0,11.45,0.06,0.29,6.18,4.86,17.26,65.31,5.22,1.18,3134,3425,5283,5229,59.17,65.5
66.28,"D",33.72,66.02,"D",33.98,1.27,7.6,59.95,9.82,0.09,1.96,0.04,0.22,18.87,0.04,0.13,14.33,6.26,7.45,65.88,6.07,,4642,5220,7483,7921,61.9,65.9
47.34,"T",52.66,55.48,"D",44.52,1.7,8.23,47.69,12.01,0.25,1.7,0.11,0.29,27.92,0.07,0.04,23.09,8.24,8.45,46.88,9.22,4.12,2786,2938,4711,4679,58.84,62.79
45.31,"T",54.69,50.37,"D",49.63,1.66,5.4,44.47,11.78,0.07,2.61,0.04,0.15,33.66,0.08,0.09,30.93,4.01,10.13,44.36,9.13,1.45,10236,10581,17078,16819,59.68,62.91
33.41,"T",66.59,37.39,"T",62.61,1.92,5.93,31.0,25.75,0.17,2.5,0.05,0.12,32.12,0.17,0.27,28.67,8.26,13.91,33.19,15.97,,4127,4242,6365,6332,64.67,66.99
31.83,"T",68.17,39.68,"T",60.32,1.95,7.89,32.77,19.94,0.1,2.03,0.09,0.14,34.77,0.14,0.17,47.99,7.9,5.89,31.52,6.7,,7007,7426,10567,10570,66.1,70.26
46.19,"T",53.81,50.14,"D",49.86,1.32,5.63,44.19,15.35,0.08,5.34,0.25,0.08,27.51,0.12,0.12,12.69,3.43,34.03,40.35,8.83,0.68,2422,2904,3951,4095,61.17,70.92
51.3,"D",48.7,60.44,"D",39.56,1.61,5.91,51.86,14.57,0.06,4.06,0.12,0.39,21.08,0.1,0.24,16.26,5.99,21.62,49.43,6.7,,5109,5761,8885,8986,57.33,64.11
73.46,"D",26.54,77.29,"D",22.71,0.91,5.89,68.39,10.31,0.17,3.51,0.0,0.17,10.31,0.0,0.34,7.02,5.99,15.13,66.89,4.24,0.36,1768,2034,3424,3477,51.55,58.5
55.26,"D",44.74,68.24,"D",31.76,1.44,5.13,58.88,14.12,0.05,3.16,0.0,0.27,16.68,0.11,0.16,10.58,5.75,15.41,57.36,9.59,1.3,1878,2015,3415,3510,54.76,57.41
43.78,"T",56.22,46.44,"T",53.56,1.69,6.57,38.06,18.44,0.2,2.25,0.2,0.2,31.94,0.15,0.3,31.9,7.82,9.98,38.02,10.32,1.96,7115,7255,12342,12246,57.5,59.24
83.46,"D",16.54,84.53,"D",15.47,0.85,9.44,74.24,6.06,0.13,2.47,0.22,0.17,6.21,0.06,0.15,3.51,7.69,10.03,74.67,3.14,0.76,5414,5726,7798,7776,69.16,73.64
53.51,"D",46.49,62.46,"D",37.54,1.93,7.11,52.63,12.43,0.2,6.27,0.12,0.21,18.69,0.22,0.23,11.86,6.2,18.65,50.41,12.5,0.78,6387,6688,10403,10354,61.2,64.59
63.16,"D",36.84,64.58,"D",35.42,2.0,5.95,54.75,15.43,0.29,3.04,0.1,0.23,17.93,0.13,0.16,13.78,6.51,16.79,53.7,7.86,1.37,6168,6347,9443,9304,65.15,68.22
36.24,"T",63.76,41.54,"T",58.46,1.74,7.63,33.89,19.54,0.12,2.24,0.05,0.13,34.3,0.18,0.18,27.19,7.38,10.72,29.81,11.68,,6044,6254,11711,11574,51.48,54.03
57.24,"D",42.76,56.59,"D",43.41,2.3,8.5,45.82,15.84,0.21,2.43,0.23,0.15,24.12,0.09,0.32,22.33,8.34,8.84,49.24,11.25,,6672,6823,10111,10016,65.86,68.12
73.1,"D",26.9,71.24,"D",28.76,2.08,6.25,63.05,11.62,0.19,1.83,0.1,0.15,14.22,0.2,0.31,8.8,5.69,13.03,63.54,8.94,,7395,7944,11842,11756,62.19,67.57
63.79,"D",36.21,66.71,"D",33.29,1.13,9.67,55.98,9.87,0.17,2.69,0.03,0.1,19.98,0.07,0.3,19.41,8.4,9.54,57.72,4.92,,3019,3160,4535,4493,66.33,70.33
46.06,"T",53.94,52.91,"D",47.09,1.3,6.49,44.12,22.95,0.08,2.51,0.24,0.16,21.41,0.16,0.57,21.4,5.6,8.3,34.6,6.5,,1238,1340,2914,2901,42.31,46.19
53.06,"D",46.94,49.45,"T",50.55,1.98,5.19,43.04,14.05,0.18,2.35,0.02,0.15,32.7,0.14,0.2,27.17,4.7,5.44,43.74,15.88,3.06,8156,8684,11855,11903,68.57,72.96
50.69,"D",49.31,51.05,"D",48.95,1.92,5.55,43.51,18.07,0.3,1.87,0.02,0.17,28.24,0.17,0.15,23.28,5.91,8.58,44.47,14.02,3.74,4015,4149,6637,6673,60.28,62.18
50.02,"D",49.98,43.56,"T",56.44,2.4,7.41,35.8,15.29,0.17,3.0,0.09,0.11,35.23,0.17,0.35,34.37,8.14,7.8,36.76,11.29,1.32,12736,12811,17041,16745,74.55,76.51
49.62,"T",50.38,58.74,"D",41.26,1.51,4.62,53.01,9.46,0.21,3.13,0.09,0.16,27.57,0.08,0.16,21.43,5.29,11.74,50.38,9.19,1.97,7567,8120,13493,13365,55.87,60.76
43.32,"T",56.68,42.66,"T",57.34,2.69,7.29,35.13,16.85,0.13,2.67,0.06,0.1,34.91,0.04,0.12,31.19,6.96,12.12,34.77,14.13,0.83,6755,6997,10716,10661,62.87,65.63
43.1,"T",56.9,46.59,"T",53.41,1.75,6.38,41.15,14.48,0.12,1.94,0.15,0.18,33.74,0.04,0.07,29.89,6.65,7.68,41.84,13.94,,7343,7940,12766,12983,57.32,61.16
67.59,"D",32.41,72.88,"D",27.12,1.5,6.16,63.79,10.33,0.2,3.45,0.2,0.23,13.76,0.09,0.29,11.39,5.91,9.78,63.88,7.55,1.49,3486,3717,5756,5731,60.35,64.86
58.38,"D",41.62,73.83,"D",26.17,1.48,4.58,67.35,6.87,0.1,4.68,0.14,0.05,14.18,0.19,0.38,6.12,3.36,17.78,61.41,7.86,3.04,2097,2339,3804,3811,55.07,61.37
45.24,"T",54.76,53.42,"D",46.58,2.07,6.3,45.98,16.42,0.05,3.1,0.07,0.05,25.77,0.1,0.1,21.69,6.33,14.64,43.75,11.35,2.24,4075,4345,7154,7088,56.79,61.3
54.12,"D",45.88,55.5,"D",44.5,1.42,5.39,49.23,12.66,0.3,1.7,0.09,0.18,28.85,0.0,0.18,19.72,4.33,10.13,49.67,13.74,2.4,3312,3393,5440,5364,60.72,63.26
39.39,"T",60.61,50.72,"D",49.28,1.6,5.56,43.59,16.47,0.05,4.49,0.18,0.25,27.56,0.18,0.08,20.64,5.47,23.25,40.67,9.97,,3953,4192,7306,7285,53.94,57.54
49.86,"T",50.14,53.1,"D",46.9,2.54,6.73,45.93,10.82,0.39,3.12,0.1,0.1,29.79,0.29,0.2,23.63,4.77,11.24,45.83,12.17,2.36,2063,2147,3576,3563,57.35,60.26
44.47,"T",55.53,50.0,"D",50.0,1.71,4.46,43.64,19.87,0.06,2.26,0.11,0.22,27.19,0.22,0.28,18.45,5.75,23.88,43.1,8.81,,1825,1946,3444,3452,52.76,56.37
64.96,"D",35.04,58.7,"D",41.3,1.68,6.43,53.96,9.85,0.21,3.87,0.15,0.21,23.48,0.06,0.09,14.52,4.06,12.84,58.19,8.78,1.61,3288,3777,5618,5891,58.38,64.11
71.01,"D",28.99,69.65,"D",30.35,1.57,6.46,61.45,9.42,0.15,3.13,0.12,0.09,17.27,0.15,0.19,10.62,6.64,16.72,58.15,6.62,0.54,7519,8076,12026,11921,62.4,67.75
53.47,"D",46.53,48.79,"T",51.21,1.97,6.25,39.91,15.59,0.23,2.4,0.14,0.12,33.04,0.1,0.25,24.01,6.93,10.49,42.45,14.01,2.11,5136,5374,7193,7219,71.24,74.44
74.21,"D",25.79,73.5,"D",26.5,1.35,7.34,61.97,9.25,0.1,6.06,0.13,0.09,13.46,0.07,0.19,9.56,5.8,17.17,63.74,3.73,,9001,9203,15114,14953,59.33,61.55
46.78,"T",53.22,47.56,"T",52.44,2.0,5.89,38.93,20.39,0.13,2.1,0.19,0.28,29.72,0.06,0.31,23.73,9.06,15.2,38.43,13.58,,3201,3234,5599,5593,57.03,57.82
62.48,"D",37.52,61.64,"D",38.36,1.81,6.12,53.28,13.65,0.11,2.52,0.02,0.23,21.9,0.09,0.25,15.78,4.62,5.35,52.02,12.2,10.04,4372,4572,6892,6893,63.26,66.33
72.69,"D",27.31,78.68,"D",21.32,1.57,6.53,68.37,6.62,0.04,7.1,0.08,0.16,9.32,0.04,0.16,5.38,4.5,13.07,68.21,8.83,,2484,2641,3753,3762,66.05,70.2
77.92,"D",22.08,77.14,"D",22.86,1.08,6.44,68.25,9.18,0.13,2.55,0.03,0.16,11.92,0.06,0.19,7.53,6.01,9.85,68.94,7.67,,3147,3464,4894,4920,64.1,70.41
47.71,"T",52.29,51.81,"D",48.19,2.3,7.27,44.29,13.0,0.1,1.85,0.05,0.05,30.59,0.21,0.28,24.64,6.56,5.02,44.98,17.07,1.74,5755,5868,9787,9653,58.62,60.79
47.19,"T",52.81,47.09,"T",52.91,1.93,5.71,40.11,21.97,0.16,2.29,0.02,0.07,27.46,0.16,0.11,24.48,8.86,12.53,41.78,12.34,,5524,5800,9426,9368,58.37,61.91
86.28,"D",13.72,85.74,"D",14.26,0.38,7.71,77.4,4.96,0.16,2.59,0.09,0.03,6.45,0.06,0.16,4.48,5.85,7.33,80.64,1.69,,3172,3268,4192,4212,75.48,77.59
58.48,"D",41.52,63.98,"D",36.02,1.69,5.77,55.58,11.92,0.19,3.56,0.19,0.14,20.57,0.06,0.33,18.74,5.91,11.43,53.98,9.94,,4869,5227,7490,7463,64.83,70.04
73.48,"D",26.52,81.91,"D",18.09,0.76,5.57,71.73,4.46,0.06,10.38,0.12,0.06,6.74,0.06,0.06,2.3,3.84,28.94,62.68,2.24,,1711,1852,2674,2683,63.76,69.03
79.21,"D",20.79,80.35,"D",19.65,0.83,7.78,70.26,8.19,0.29,2.05,0.13,0.16,9.97,0.04,0.29,6.46,4.76,10.1,73.32,3.8,1.34,4466,4702,6502,6483,68.36,72.53
55.79,"D",44.21,67.91,"D",32.09,1.06,6.14,58.98,14.21,0.12,3.11,0.1,0.12,15.94,0.1,0.1,12.09,5.7,16.64,58.2,7.38,,4988,5279,8107,8060,61.44,65.5
47.02,"T",52.98,53.08,"D",46.92,2.18,6.93,46.49,12.66,0.2,3.51,0.06,0.17,27.52,0.11,0.15,22.96,6.92,9.1,43.81,11.82,5.39,6573,7095,11683,11360,56.04,62.46
61.23,"D",38.77,73.57,"D",26.43,1.16,6.66,63.16,8.9,0.08,4.72,0.54,0.15,14.09,0.15,0.39,13.53,6.07,11.54,64.01,3.82,1.04,1295,1434,2542,2551,50.83,56.21
44.83,"T",55.17,53.1,"D",46.9,2.05,6.17,46.33,13.58,0.13,2.82,0.15,0.11,28.23,0.13,0.31,30.62,5.38,10.81,43.6,8.6,0.99,11118,11905,18963,18946,58.4,62.84
78.25,"D",21.75,78.87,"D",21.13,0.85,8.66,69.16,8.38,0.08,2.79,0.08,0.11,9.59,0.05,0.25,8.84,6.93,7.12,72.89,3.47,,3665,3881,5507,5532,66.3,70.16
75.94,"D",24.06,81.72,"D",18.28,1.43,6.27,72.84,4.88,0.0,4.42,0.33,0.04,9.59,0.0,0.2,6.64,3.52,8.79,75.19,4.81,1.05,2448,2599,4540,4504,53.77,57.7
45.89,"T",54.11,43.68,"T",56.32,2.08,6.62,36.59,14.84,0.25,1.94,0.0,0.03,37.38,0.08,0.18,31.5,7.73,7.64,36.48,12.4,4.25,5989,6168,8656,8611,68.96,71.63
55.46,"D",44.54,60.48,"D",39.52,2.59,6.56,50.93,16.25,0.0,2.45,0.0,0.2,20.69,0.2,0.13,19.21,6.28,7.23,51.42,13.51,2.34,1513,1832,2664,2638,56.61,69.45
40.57,"T",59.43,39.85,"T",60.15,1.79,7.27,31.35,20.27,0.15,1.89,0.13,0.18,36.57,0.14,0.26,39.39,8.52,8.33,33.5,10.26,,20705,21927,29525,29604,69.91,74.07
70.89,"D",29.11,74.81,"D",25.19,1.25,8.75,63.63,9.02,0.11,2.6,0.09,0.09,14.23,0.09,0.15,14.01,7.14,9.44,64.51,4.9,,6608,6670,10444,10385,63.05,64.23
53.76,"D",46.24,57.23,"D",42.77,1.68,4.54,50.09,12.14,0.14,4.59,0.11,0.04,26.36,0.06,0.26,14.44,4.45,20.06,48.62,11.44,0.99,7064,7505,11440,11343,61.49,66.16
57.48,"D",42.52,60.57,"D",39.43,2.34,5.69,53.02,10.01,0.08,2.36,0.02,0.13,26.06,0.08,0.21,14.69,4.89,11.51,49.63,18.45,0.83,5277,5623,9472,9376,55.46,59.97
79.03,"D",20.97,80.86,"D",19.14,0.9,10.6,68.16,7.67,0.2,3.02,0.03,0.04,9.09,0.05,0.25,8.34,7.23,10.73,70.32,3.11,,7483,7796,11206,11153,66.59,69.9
77.2,"D",22.8,76.51,"D",23.49,1.89,9.06,66.46,8.14,0.24,3.1,0.12,0.15,10.68,0.06,0.12,8.02,7.28,11.42,67.24,4.59,1.44,3406,3520,5183,5156,65.41,68.27
71.73,"D",28.27,75.61,"D",24.39,1.75,4.72,69.27,8.83,0.24,1.87,0.2,0.2,12.66,0.04,0.2,9.01,4.0,9.65,69.67,7.67,,2468,2866,4295,4403,57.21,65.09
42.31,"T",57.69,45.54,"T",54.46,2.26,6.95,38.72,13.46,0.11,1.67,0.14,0.16,36.25,0.02,0.27,24.26,6.76,9.2,38.18,19.59,2.0,5611,5944,9539,9536,58.51,62.33
53.92,"D",46.08,53.74,"D",46.26,1.85,7.62,46.34,14.56,0.23,2.13,0.1,0.11,26.69,0.08,0.28,22.04,6.71,12.6,48.95,8.07,0.84,14174,15915,23546,24493,59.98,64.98
40.82,"T",59.18,44.87,"T",55.13,2.07,6.11,38.42,15.32,0.1,1.83,0.09,0.23,35.46,0.12,0.25,36.19,4.8,6.24,38.65,12.21,1.92,10722,11104,18087,17892,59.13,62.06
67.75,"D",32.25,62.3,"D",37.7,2.3,9.03,52.13,11.49,0.32,1.92,0.13,0.17,22.0,0.18,0.33,14.36,11.67,5.25,54.75,13.96,,29194,29888,43789,43362,66.51,68.93
38.54,"T",61.46,39.66,"T",60.34,3.48,5.74,33.76,14.34,0.17,1.89,0.07,0.1,40.08,0.13,0.24,31.03,6.08,3.45,31.8,27.65,,27215,27758,42512,41975,63.83,66.13
53.59,"D",46.41,56.23,"D",43.77,2.12,7.82,46.85,15.03,0.23,2.34,0.19,0.15,24.93,0.09,0.26,32.31,6.69,5.76,48.13,6.12,0.98,28477,28740,44122,43771,64.38,65.66
40.39,"T",59.61,40.66,"T",59.34,2.86,4.44,35.06,16.59,0.1,1.65,0.07,0.1,38.81,0.12,0.2,38.14,4.41,8.93,33.76,14.76,,10638,11166,17870,17746,59.28,62.92
51.54,"D",48.46,47.8,"T",52.2,2.13,8.42,38.29,22.39,0.21,1.36,0.11,0.16,26.5,0.14,0.29,30.29,8.43,5.22,40.3,13.99,0.91,146493,146938,218318,215787,66.93,68.09
43.65,"T",56.35,47.16,"T",52.84,2.3,5.98,41.27,15.69,0.09,1.26,0.15,0.14,32.81,0.09,0.22,27.24,5.68,7.06,41.27,14.55,4.19,13404,13907,23495,23065,56.9,60.29
40.47,"T",59.53,43.37,"T",56.63,2.25,6.13,34.95,28.19,0.14,1.77,0.09,0.07,26.13,0.1,0.17,38.01,5.29,5.77,35.49,14.16,0.66,11775,12186,19972,19829,58.85,61.46
45.93,"T",54.07,43.84,"T",56.16,2.25,6.76,36.99,15.89,0.18,1.6,0.13,0.16,35.66,0.15,0.22,34.4,7.26,5.28,39.35,13.71,,89615,90485,129895,128592,68.84,70.37
63.6,"D",36.4,60.82,"D",39.18,1.79,8.22,51.13,14.36,0.18,1.55,0.16,0.14,22.2,0.06,0.19,22.92,8.27,4.94,55.24,8.64,,9943,9921,14884,14736,66.6,67.32
64.27,"D",35.73,59.93,"D",40.07,1.75,9.53,49.93,11.57,0.24,2.69,0.21,0.15,23.47,0.14,0.33,14.12,7.75,17.77,50.5,9.08,0.77,13213,13468,20760,20518,63.47,65.64
59.81,"D",40.19,55.55,"D",44.45,2.01,7.47,47.13,13.01,0.18,3.06,0.13,0.06,26.61,0.11,0.23,21.53,7.19,11.45,51.2,8.63,,15678,16022,22760,22632,68.7,70.79
38.04,"T",61.96,40.78,"T",59.22,2.77,5.19,34.55,17.89,0.06,1.53,0.03,0.16,37.52,0.03,0.27,36.48,5.18,5.53,35.97,13.97,2.86,6313,6420,11755,11509,53.48,55.78
41.65,"T",58.35,41.69,"T",58.31,2.43,6.11,34.92,15.66,0.17,1.38,0.07,0.1,38.8,0.13,0.23,23.95,6.16,5.4,35.83,22.22,6.44,18567,18984,29513,29061,62.73,65.32
39.94,"T",60.06,41.77,"T",58.23,2.16,6.02,34.03,19.68,0.08,2.28,0.12,0.13,35.13,0.13,0.23,30.68,6.29,10.56,31.91,12.62,7.94,7491,7903,13277,13307,56.26,59.39
80.92,"D",19.08,83.21,"D",16.79,0.72,6.09,72.83,9.13,0.22,2.05,0.28,0.11,8.47,0.06,0.06,9.46,4.53,10.03,70.66,3.21,1.89,1808,1971,2954,2943,61.17,66.97
45.0,"T",55.0,45.56,"T",54.44,1.72,5.31,38.43,16.29,0.22,2.1,0.11,0.13,35.38,0.11,0.19,20.49,4.74,27.68,34.87,11.5,0.71,13136,13836,21262,21309,61.69,64.93
48.57,"T",51.43,47.82,"T",52.18,2.3,6.48,41.02,14.31,0.18,1.85,0.11,0.1,33.29,0.13,0.24,26.96,7.36,12.48,40.6,12.3,,16813,17031,27158,26765,61.74,63.63
55.07,"D",44.93,56.08,"D",43.92,1.74,6.06,47.84,14.37,0.14,2.34,0.11,0.17,26.79,0.14,0.28,22.08,6.78,9.16,48.72,13.26,,6393,6528,9702,9570,65.63,68.21
52.57,"D",47.43,49.85,"T",50.15,2.74,7.38,41.61,14.74,0.25,1.71,0.04,0.23,30.89,0.19,0.21,24.98,7.01,7.54,42.81,16.16,1.27,5169,5244,8032,7920,64.12,66.21
38.96,"T",61.04,37.18,"T",62.82,2.78,5.68,31.23,17.09,0.13,1.72,0.09,0.16,40.73,0.14,0.25,34.74,7.46,5.52,31.94,19.23,1.11,172258,177857,258368,255625,66.52,69.58
45.11,"T",54.89,45.88,"T",54.12,2.71,6.85,38.33,16.29,0.15,1.86,0.11,0.17,33.11,0.17,0.25,29.2,6.89,5.8,39.0,15.6,3.51,67411,68714,116784,114972,57.52,59.77
55.77,"D",44.23,53.29,"D",46.71,2.22,7.07,45.21,12.87,0.2,2.16,0.23,0.18,29.54,0.12,0.2,29.32,6.3,6.2,46.16,11.06,0.96,29616,30395,49050,48686,60.2,62.43
37.3,"T",62.7,39.86,"T",60.14,2.2,5.07,34.8,15.93,0.23,1.71,0.06,0.08,39.66,0.11,0.15,36.76,6.84,7.63,32.4,15.26,1.11,8433,8837,14197,13989,59.24,63.17
43.95,"T",56.05,46.61,"T",53.39,1.94,6.71,39.19,15.7,0.07,1.61,0.1,0.1,34.21,0.08,0.28,31.29,7.22,5.6,42.58,12.18,1.13,6040,6393,10628,10546,56.63,60.62
31.19,"T",68.81,32.95,"T",67.05,2.46,4.73,27.87,19.52,0.09,2.27,0.13,0.08,42.4,0.24,0.2,38.82,5.89,11.13,27.1,17.07,,9743,10050,14683,14479,66.21,69.41
40.3,"T",59.7,44.01,"T",55.99,2.22,6.18,37.79,15.66,0.09,1.79,0.13,0.15,35.76,0.06,0.17,38.14,7.22,7.36,36.66,10.62,,18812,19703,30035,29713,62.45,66.31
