"D2015","D2015 - Nominal","K2015 ","D2020","D2020 - Nominal","T2020","BIEDRON","BOSAK","DUDA","HOŁOWNIA","JAKUBIAK","KOS-KAM","PIOTROWSKI","TANAJNO","TRZASK","WITK","ŻÓŁTEK","KO","KONF","PSL","PIS","SLD","NP","NoLegVot - T1 2020","NoLegVot - T2 2020","NoVoters - T1 2020","NoVoters - T2 2020","VotFreq T1 2020","VotFreq T2 2020"
67.15,"D",32.85,74.01,"D",25.99,1.17,6.62,66.24,7.37,0.23,6.01,0.09,0.23,11.69,0.05,0.28,5.07,3.48,24.41,60.08,5.78,0.46,2139,2405,3555,3577,59.92,67.24
42.94,"T",57.06,44.22,"T",55.78,3.25,5.31,38.72,13.81,0.27,1.64,0.04,0.2,36.66,0.04,0.07,29.2,6.19,8.16,41.43,15.01,,4530,5068,7920,8147,57.07,62.21
57.48,"D",42.52,60.1,"D",39.9,1.13,4.63,52.31,17.91,0.12,1.9,0.0,0.12,21.77,0.12,0.0,19.35,5.05,9.0,54.76,7.06,4.79,1692,1722,2755,2747,61.2,62.69
74.71,"D",25.29,75.37,"D",24.63,1.36,6.48,65.58,7.99,0.29,5.8,0.18,0.04,11.71,0.07,0.5,7.41,4.61,15.88,68.39,3.27,,2798,2871,4430,4407,63.02,65.15
78.66,"D",21.34,81.43,"D",18.57,0.92,7.64,72.2,7.93,0.18,2.88,0.14,0.0,7.75,0.04,0.32,6.27,5.13,9.46,74.29,3.15,1.46,2823,2957,4229,4195,66.52,70.49
60.73,"D",39.27,64.48,"D",35.52,1.4,5.73,56.7,12.89,0.33,2.81,0.0,0.07,19.54,0.15,0.37,16.98,4.96,13.51,55.34,6.86,2.34,2712,2900,4250,4219,63.69,68.74
83.23,"D",16.77,84.04,"D",15.96,0.34,8.49,71.97,6.73,0.15,5.55,0.05,0.0,6.43,0.1,0.2,10.22,4.26,13.26,69.44,2.34,0.48,2048,2155,3115,3104,65.39,69.43
73.76,"D",26.24,77.67,"D",22.33,1.0,10.66,66.51,7.2,0.13,3.51,0.1,0.13,10.48,0.08,0.2,7.43,10.98,11.87,66.26,3.47,,3918,4052,6703,6684,58.23,60.62
41.0,"T",59.0,52.11,"D",47.89,2.9,8.37,41.22,17.5,0.07,2.49,0.0,0.14,27.04,0.14,0.14,22.92,7.56,14.96,40.61,13.95,,1454,1518,2482,2463,58.26,61.63
46.0,"T",54.0,52.12,"D",47.88,1.26,5.06,45.21,18.77,0.22,2.15,0.16,0.19,26.54,0.09,0.35,29.86,5.69,9.05,45.02,10.37,,3171,3191,4712,4627,67.17,68.96
56.46,"D",43.54,62.54,"D",37.46,1.57,5.45,58.98,8.8,0.2,2.31,0.37,0.3,21.61,0.1,0.3,19.62,4.08,8.31,56.38,10.19,,3018,3262,5434,5504,55.01,59.27
39.9,"T",60.1,53.58,"D",46.42,1.26,6.24,45.76,17.85,0.05,4.75,0.09,0.14,23.53,0.09,0.23,18.83,5.79,18.23,42.55,7.25,7.35,2157,2404,4764,4761,45.05,50.49
88.15,"D",11.85,90.07,"D",9.93,0.37,5.23,82.88,5.26,0.2,1.8,0.24,0.07,3.67,0.0,0.27,2.06,3.69,11.0,81.4,0.98,0.36,2955,3283,4686,4670,62.83,70.3
69.26,"D",30.74,73.73,"D",26.27,0.98,7.54,65.42,8.78,0.19,3.0,0.07,0.09,13.76,0.07,0.09,6.7,5.62,14.89,65.56,5.88,0.97,4306,4717,6823,6877,62.95,68.59
76.5,"D",23.5,82.99,"D",17.01,0.92,7.43,72.17,7.75,0.23,2.95,0.0,0.18,7.66,0.09,0.6,7.0,8.96,7.35,71.1,4.93,0.65,2174,2351,3492,3484,62.06,67.48
54.03,"D",45.97,53.8,"D",46.2,1.76,8.51,47.07,15.31,0.08,1.83,0.13,0.12,24.8,0.15,0.23,21.67,9.04,7.04,49.6,12.65,,6034,6781,9134,9684,65.86,70.02
67.22,"D",32.78,69.82,"D",30.18,1.4,7.35,60.71,9.88,0.14,2.39,0.09,0.09,17.46,0.23,0.27,9.78,6.82,16.85,60.13,5.14,1.27,2230,2462,3624,3644,61.18,67.56
44.14,"T",55.86,50.58,"D",49.42,2.0,5.49,41.96,18.67,0.17,3.6,0.11,0.08,27.68,0.12,0.14,19.58,6.96,22.46,37.73,12.07,0.94,5929,6249,10236,10199,57.69,61.27
61.87,"D",38.13,56.51,"D",43.49,1.52,7.34,48.59,18.02,0.16,2.08,0.06,0.09,22.04,0.03,0.09,15.6,6.93,17.76,48.52,9.85,1.22,6620,7040,11323,11249,58.26,62.58
41.81,"T",58.19,58.52,"D",41.48,2.14,3.62,50.81,16.1,0.15,2.58,0.0,0.07,24.37,0.07,0.07,20.53,6.33,17.19,46.88,9.07,,1363,1584,2888,2913,46.88,54.38
64.53,"D",35.47,61.85,"D",38.15,1.92,5.9,57.73,8.19,0.06,2.23,0.0,0.37,23.59,0.0,0.0,15.9,6.17,11.0,59.66,6.09,0.74,1614,1819,2522,2554,63.88,71.22
64.3,"D",35.7,59.61,"D",40.39,1.61,6.27,50.6,14.31,0.18,2.91,0.13,0.18,23.6,0.08,0.13,19.65,6.97,13.2,51.13,9.06,,3862,3964,5349,5345,71.86,74.16
72.39,"D",27.61,74.42,"D",25.58,1.63,5.61,64.66,9.35,0.34,3.53,0.05,0.21,14.38,0.08,0.16,12.63,4.36,11.56,64.75,6.01,0.69,3818,4120,6513,6492,58.3,63.46
74.41,"D",25.59,76.98,"D",23.02,1.52,4.59,69.38,9.69,0.14,2.36,0.1,0.07,11.85,0.07,0.24,7.11,3.66,19.73,64.51,4.55,,2967,3214,4758,4717,62.25,68.14
56.39,"D",43.61,66.18,"D",33.82,1.14,7.12,57.88,13.56,0.14,2.22,0.04,0.1,17.48,0.04,0.29,20.98,7.3,8.09,58.43,5.19,,7307,7927,10860,11149,67.11,71.1
45.12,"T",54.88,40.62,"T",59.38,2.62,5.32,33.81,15.0,0.28,2.1,0.16,0.2,40.04,0.26,0.22,33.72,6.36,8.1,34.58,14.9,2.34,15362,15476,20142,19761,76.04,78.32
44.35,"T",55.65,46.75,"T",53.25,2.48,6.83,39.44,14.81,0.06,1.61,0.08,0.14,34.15,0.18,0.23,29.14,6.93,5.37,38.05,17.29,3.21,7974,8056,12592,12380,63.05,65.07
65.72,"D",34.28,65.24,"D",34.76,1.55,9.64,54.28,10.62,0.14,4.02,0.13,0.09,19.24,0.09,0.21,15.06,9.23,13.49,56.6,5.62,,18267,18453,28461,28184,64.01,65.47
58.04,"D",41.96,56.23,"D",43.77,2.12,5.94,48.7,11.93,0.14,2.72,0.09,0.1,27.9,0.16,0.2,23.42,5.8,7.93,50.63,12.22,,11424,11620,16707,16442,68.17,70.67
47.03,"T",52.97,51.12,"D",48.88,2.67,5.9,44.2,14.4,0.12,2.29,0.08,0.14,29.9,0.1,0.2,19.29,6.62,8.54,43.5,20.75,1.3,5042,5663,9040,9241,55.53,61.28
63.05,"D",36.95,66.81,"D",33.19,1.75,6.57,57.95,11.09,0.31,4.9,0.07,0.11,17.09,0.06,0.12,10.88,6.61,15.61,54.89,12.02,,5842,6318,9191,9152,63.26,69.03
58.97,"D",41.03,60.8,"D",39.21,1.56,6.28,52.6,15.73,0.09,3.05,0.1,0.22,20.07,0.16,0.17,13.73,8.8,18.02,52.05,7.42,,7026,7497,11160,11149,62.71,67.24
63.01,"D",36.99,67.72,"D",32.28,1.26,6.13,57.57,13.42,0.16,5.74,0.0,0.06,15.4,0.06,0.19,12.89,6.6,14.26,56.49,8.63,1.13,3103,3290,5076,5025,60.78,65.47
39.54,"T",60.46,53.68,"D",46.32,2.37,6.2,44.25,15.33,0.09,6.48,0.0,0.09,24.91,0.0,0.27,15.43,5.53,27.11,41.5,10.43,,1102,1183,2112,2128,51.89,55.59
85.43,"D",14.57,87.59,"D",12.41,0.65,7.63,78.1,4.11,0.11,2.62,0.06,0.02,6.48,0.09,0.12,4.87,4.82,6.82,80.2,2.91,,6433,6792,10289,10269,62.4,66.14
60.61,"D",39.39,70.48,"D",29.52,1.27,5.57,62.63,11.84,0.0,3.34,0.0,0.05,15.18,0.05,0.05,6.11,3.38,24.08,59.87,5.99,0.57,1888,2080,2969,3024,63.46,68.78
77.94,"D",22.06,79.37,"D",20.63,1.08,8.88,69.21,7.37,0.1,1.77,0.1,0.08,11.15,0.06,0.18,10.7,7.29,5.14,72.13,4.74,,12701,13478,21035,20914,60.29,64.44
56.09,"D",43.91,63.54,"D",36.46,2.08,5.25,55.05,12.23,0.26,4.03,0.17,0.04,20.52,0.17,0.17,12.38,6.17,16.8,52.4,11.07,1.17,2310,2578,4238,4297,54.39,60.0
87.88,"D",12.12,88.0,"D",12.0,0.95,6.16,80.5,4.46,0.21,1.56,0.09,0.0,5.8,0.15,0.12,5.32,3.95,3.58,84.97,2.18,,3286,3600,5196,5217,63.07,69.01
66.57,"D",33.43,65.82,"D",34.18,1.68,7.52,57.24,12.12,0.34,3.25,0.11,0.26,17.32,0.04,0.11,12.97,6.38,13.13,56.53,9.1,1.89,2680,2876,4081,4039,65.5,71.21
57.8,"D",42.2,57.23,"D",42.77,1.59,8.2,48.76,14.62,0.17,2.04,0.05,0.2,24.1,0.03,0.23,19.12,6.85,14.23,50.63,9.17,,5984,6175,8753,8689,68.23,71.07
42.23,"T",57.77,63.46,"D",36.54,1.87,5.52,53.75,13.3,0.09,4.31,0.19,0.09,20.6,0.09,0.19,12.94,5.53,21.34,53.26,6.82,,1070,1207,2319,2318,46.05,52.07
70.4,"D",29.6,73.32,"D",26.68,1.2,7.79,63.7,7.45,0.43,2.91,0.09,0.0,16.1,0.0,0.34,10.89,7.49,13.13,62.74,5.74,,1171,1248,1724,1703,67.75,73.28
73.19,"D",26.81,75.43,"D",24.57,0.87,9.6,65.67,8.92,0.14,3.27,0.07,0.07,10.89,0.05,0.45,9.74,8.57,8.79,69.32,3.58,,4266,4514,6764,6772,62.83,66.66
32.74,"T",67.26,44.24,"T",55.76,1.99,5.42,36.9,18.67,0.08,3.71,0.08,0.1,32.62,0.23,0.21,24.2,9.22,16.78,35.22,14.58,,3891,4091,6515,6479,59.52,63.14
40.4,"T",59.6,44.52,"T",55.48,1.65,4.79,37.37,19.26,0.15,2.84,0.24,0.11,33.16,0.23,0.21,33.23,6.64,12.65,35.98,11.5,,6694,6907,9741,9632,68.42,71.71
50.45,"D",49.55,63.31,"D",36.69,1.37,5.62,54.46,14.97,0.05,2.88,0.05,0.28,20.22,0.0,0.09,18.4,6.44,14.43,51.77,8.42,0.54,2125,2284,3862,3854,54.82,59.26
78.3,"D",21.7,72.25,"D",27.75,0.98,6.26,68.74,7.88,0.13,1.66,0.03,0.09,13.91,0.07,0.24,15.56,6.41,5.87,68.49,3.68,,6754,8042,10704,11806,62.94,68.12
70.98,"D",29.02,76.92,"D",23.08,1.7,10.66,64.36,9.23,0.15,3.24,0.04,0.04,10.39,0.08,0.12,9.36,7.79,5.88,71.62,5.35,,2607,2699,4239,4195,61.1,64.34
72.16,"D",27.84,79.68,"D",20.32,1.2,6.13,69.2,7.93,0.07,4.52,0.11,0.22,10.24,0.04,0.34,5.25,4.48,16.96,67.09,4.86,1.35,2685,2972,4458,4450,60.0,66.79
61.77,"D",38.23,69.29,"D",30.71,2.19,6.56,58.33,11.27,0.11,4.07,0.11,0.11,16.86,0.08,0.3,10.84,5.57,8.6,55.38,18.64,0.97,2664,2892,4499,4496,58.95,64.32
56.59,"D",43.41,59.92,"D",40.08,1.77,6.43,53.59,10.38,0.19,3.02,0.07,0.12,24.25,0.07,0.12,16.25,5.62,12.35,52.68,10.84,0.82,16524,17876,26242,27048,62.78,66.09
76.38,"D",23.62,75.2,"D",24.8,1.55,8.15,64.59,9.21,0.28,4.21,0.12,0.02,11.62,0.07,0.17,8.5,7.23,12.35,65.04,5.65,1.23,5750,6081,9381,9321,61.08,65.24
48.77,"T",51.23,57.67,"D",42.33,1.48,6.44,49.2,13.6,0.28,3.46,0.08,0.18,24.93,0.08,0.28,16.17,5.75,19.24,47.84,10.26,,3940,4177,7270,7207,54.02,57.96
77.04,"D",22.96,76.96,"D",23.04,1.02,11.44,66.09,6.84,0.12,2.03,0.03,0.06,12.18,0.09,0.09,8.7,7.53,9.26,69.77,4.74,,3253,3386,5370,5394,60.41,62.77
50.9,"D",49.1,51.45,"D",48.55,1.87,5.19,45.33,13.77,0.08,2.29,0.14,0.22,30.83,0.11,0.18,26.18,4.74,8.68,48.45,10.27,1.69,8849,9459,15105,15199,58.43,62.23
45.14,"T",54.86,48.72,"T",51.28,1.52,3.9,42.95,22.29,0.0,2.86,0.0,0.0,26.38,0.0,0.1,24.82,3.61,18.43,42.41,10.72,,1053,1176,1958,1940,53.63,60.62
40.47,"T",59.53,44.61,"T",55.39,1.79,5.33,36.05,20.36,0.25,2.46,0.08,0.04,33.35,0.08,0.21,31.31,7.21,11.57,36.62,13.29,,2413,2448,4214,4126,57.0,59.33
61.77,"D",38.23,74.03,"D",25.97,1.64,4.69,67.02,7.79,0.18,3.28,0.12,0.06,14.88,0.18,0.18,10.59,5.97,10.8,64.89,6.97,0.78,1714,1906,2885,2901,59.17,65.7
42.56,"T",57.44,46.01,"T",53.99,2.18,6.85,38.93,15.82,0.12,1.79,0.09,0.14,33.76,0.09,0.24,31.3,6.79,9.88,38.96,13.08,,11758,12355,18864,18799,62.17,65.72
39.61,"T",60.39,44.76,"T",55.24,2.15,6.07,38.08,17.04,0.21,1.84,0.07,0.1,34.22,0.07,0.14,34.71,8.79,9.23,36.74,10.53,,2897,3177,5237,5161,55.01,61.56
30.71,"T",69.29,45.04,"T",54.96,2.17,4.68,37.56,20.03,0.23,1.6,0.06,0.23,32.76,0.34,0.34,36.02,4.14,10.21,36.65,12.97,,1762,1905,3405,3406,51.45,55.93
57.44,"D",42.56,60.9,"D",39.1,1.68,6.59,52.59,13.45,0.06,5.43,0.27,0.03,19.48,0.15,0.27,17.2,6.31,16.21,52.41,6.61,0.83,3309,3453,4861,4853,67.48,71.15
43.72,"T",56.28,58.04,"D",41.96,1.72,6.06,49.02,19.25,0.24,2.32,0.03,0.15,21.0,0.15,0.06,24.79,7.46,10.25,47.7,8.63,1.17,3327,3608,5405,5492,61.41,65.7
51.54,"D",48.46,65.79,"D",34.21,1.62,6.58,55.55,9.24,0.14,3.97,0.27,0.18,22.23,0.0,0.23,21.94,3.62,22.14,45.12,7.18,,2224,2441,3800,3771,58.37,64.73
65.82,"D",34.18,63.38,"D",36.62,1.59,6.79,54.36,13.39,0.26,2.4,0.2,0.19,20.45,0.18,0.19,12.61,5.95,14.45,56.02,9.47,1.51,6872,6909,9235,9127,74.02,75.7
78.88,"D",21.12,82.43,"D",17.57,0.26,5.13,76.96,5.65,0.17,3.74,0.17,0.09,7.74,0.0,0.09,4.04,4.42,12.31,75.48,2.69,0.87,1158,1292,1850,1873,62.16,68.98
41.09,"T",58.91,55.16,"D",44.84,1.94,6.55,47.41,15.8,0.1,1.72,0.13,0.1,26.07,0.1,0.1,29.95,7.12,8.55,44.97,9.4,,3161,3379,5313,5235,59.19,64.55
72.73,"D",27.27,71.94,"D",28.06,1.71,6.41,63.31,8.82,0.24,5.83,0.08,0.13,13.23,0.05,0.19,8.79,6.33,12.27,62.44,8.03,1.91,3757,3966,6119,6109,61.15,64.92
71.6,"D",28.4,78.29,"D",21.71,1.08,8.53,64.86,7.24,0.47,9.88,0.07,0.0,7.18,0.07,0.61,2.75,6.5,20.09,64.31,4.99,1.37,1481,1566,2410,2395,61.29,65.39
68.03,"D",31.97,65.65,"D",34.35,1.4,8.51,55.11,12.58,0.27,3.2,0.34,0.15,18.16,0.07,0.22,19.61,6.99,9.04,56.96,6.35,1.04,6801,7113,11560,11514,58.68,61.78
63.15,"D",36.85,60.76,"D",39.24,1.75,7.85,51.75,13.52,0.15,2.05,0.12,0.33,22.3,0.06,0.12,25.3,6.95,4.59,55.54,7.61,,3328,3410,4910,4957,67.49,68.79
53.63,"D",46.37,55.12,"D",44.88,1.91,7.95,47.05,13.01,0.15,1.71,0.1,0.12,27.53,0.13,0.33,31.86,6.43,4.27,47.63,9.81,,6731,6763,10047,9890,66.77,68.38
79.84,"D",20.16,79.03,"D",20.97,1.05,8.72,69.13,6.73,0.17,2.01,0.09,0.07,11.75,0.03,0.24,10.36,6.68,5.33,71.43,6.2,,15081,15375,21553,21294,69.81,72.2
45.15,"T",54.85,51.65,"D",48.35,1.75,6.53,42.06,16.68,0.09,5.42,0.13,0.09,26.96,0.09,0.21,24.38,7.12,17.21,39.67,10.42,1.2,2352,2546,4592,4562,51.05,55.81
51.1,"D",48.9,58.41,"D",41.59,1.57,6.88,49.74,14.96,0.22,2.82,0.12,0.1,23.26,0.05,0.29,20.71,7.44,10.55,50.81,9.32,1.18,4108,4417,7568,7561,53.98,58.42
67.29,"D",32.71,69.36,"D",30.64,1.41,9.08,58.22,10.28,0.25,2.4,0.15,0.05,17.75,0.06,0.34,14.62,7.42,8.83,58.53,7.94,1.06,7901,8147,12221,12201,64.53,66.77
76.36,"D",23.64,78.33,"D",21.67,1.48,5.9,72.2,6.12,0.18,2.93,0.07,0.04,11.0,0.0,0.07,10.21,3.34,14.02,67.22,4.13,0.48,2781,3101,4947,5036,55.85,61.58
78.32,"D",21.68,86.21,"D",13.79,0.69,7.92,76.25,4.89,0.15,3.32,0.0,0.04,6.64,0.04,0.07,6.35,4.38,9.85,77.0,2.41,,2748,2858,4502,4468,60.88,63.97
75.35,"D",24.65,75.48,"D",24.52,1.53,8.65,65.33,8.51,0.25,2.35,0.09,0.15,12.79,0.1,0.27,9.1,7.49,9.06,66.36,6.27,0.98,9305,9730,14364,14383,64.49,67.65
54.03,"D",45.97,57.19,"D",42.81,1.27,5.69,50.26,18.63,0.05,1.85,0.21,0.05,21.81,0.03,0.13,27.33,6.79,9.39,50.98,5.51,,3789,4382,5914,6222,63.88,70.43
50.98,"D",49.02,60.81,"D",39.19,1.93,5.6,53.38,10.16,0.18,4.28,0.15,0.06,23.86,0.12,0.28,15.51,5.31,12.39,51.35,13.64,1.8,3291,3646,6504,6479,50.26,56.27
70.43,"D",29.57,67.82,"D",32.18,1.34,8.13,57.47,11.53,0.11,1.95,0.11,0.11,18.92,0.1,0.23,17.48,7.66,3.95,58.88,8.29,3.74,6137,6292,9908,9777,61.72,64.36
40.65,"T",59.35,50.26,"D",49.74,1.41,4.12,43.46,16.58,0.0,2.59,0.0,0.27,31.49,0.0,0.08,27.82,6.57,10.24,43.02,12.35,,2633,2883,4605,4562,56.96,63.2
50.61,"D",49.39,65.4,"D",34.6,1.36,7.62,55.43,12.39,0.09,3.94,0.13,0.0,18.78,0.04,0.22,11.84,6.3,20.64,50.12,11.09,,2295,2344,3803,3768,60.06,62.21
33.88,"T",66.12,33.81,"T",66.19,2.48,5.82,29.92,16.48,0.11,1.99,0.03,0.13,42.88,0.03,0.13,33.78,6.22,8.99,39.26,11.75,,3726,5611,5789,7525,64.14,74.56
56.4,"D",43.6,60.1,"D",39.9,1.94,4.78,54.65,11.0,0.08,2.8,0.0,0.37,24.18,0.08,0.12,13.57,4.51,15.32,52.45,13.18,0.97,2438,3153,5018,5260,48.39,59.94
81.79,"D",18.21,82.76,"D",17.24,0.81,7.88,72.8,6.36,0.16,3.27,0.16,0.16,8.24,0.0,0.16,6.14,5.96,9.53,71.78,5.4,1.19,3094,3375,5264,5284,58.59,63.87
66.3,"D",33.7,76.07,"D",23.93,0.86,4.24,68.73,8.12,0.29,3.09,0.0,0.0,14.52,0.0,0.14,6.66,5.71,17.27,63.0,6.89,,1400,1571,2536,2532,54.85,62.05
30.95,"T",69.05,39.86,"T",60.14,2.11,5.41,32.88,22.02,0.14,3.47,0.0,0.1,33.46,0.14,0.27,30.26,7.64,17.6,30.52,13.99,,2949,3058,4624,4594,63.54,66.57
40.21,"T",59.79,48.86,"T",51.14,2.13,6.43,42.18,15.82,0.15,2.18,0.15,0.19,30.42,0.14,0.22,27.31,6.37,8.11,42.93,15.29,,5943,6379,10565,10509,56.07,60.7
42.68,"T",57.32,49.35,"T",50.65,1.95,6.28,42.2,16.45,0.17,2.44,0.08,0.1,30.03,0.09,0.21,30.95,7.13,8.91,44.12,8.88,,9116,10411,14877,15532,61.08,67.03
55.91,"D",44.09,62.37,"D",37.63,1.76,6.44,55.99,10.5,0.14,2.61,0.14,0.16,22.07,0.05,0.14,14.4,6.17,10.9,55.35,10.3,2.87,4377,4720,7415,7408,58.84,63.71
74.07,"D",25.93,77.14,"D",22.86,1.57,8.5,67.01,7.48,0.28,2.26,0.09,0.07,12.34,0.12,0.27,11.67,7.68,6.22,69.11,5.32,,6700,6998,10690,10641,62.52,65.76
63.98,"D",36.02,60.55,"D",39.45,1.47,8.34,49.37,18.78,0.25,1.53,0.05,0.18,19.77,0.04,0.23,21.71,8.17,6.83,52.21,8.78,1.25,8161,8353,12800,12706,63.43,65.74
68.37,"D",31.63,75.42,"D",24.58,0.92,6.87,66.36,6.92,0.05,4.68,0.12,0.0,13.78,0.09,0.21,3.75,3.31,34.51,54.92,2.68,0.84,4267,4740,7870,7868,54.02,60.24
38.1,"T",61.9,44.51,"T",55.49,2.43,4.83,38.01,16.14,0.11,2.14,0.11,0.06,35.91,0.05,0.21,35.55,5.16,6.16,36.57,16.57,,9505,10091,16503,16286,57.38,61.96
65.98,"D",34.02,78.03,"D",21.97,1.48,4.45,70.41,6.86,0.0,5.01,0.09,0.0,11.6,0.0,0.09,6.28,5.4,13.45,68.69,5.4,0.33,1081,1238,1971,2005,54.69,61.75
62.17,"D",37.83,73.1,"D",26.9,1.06,4.39,65.53,10.24,0.08,4.8,0.08,0.08,13.5,0.16,0.08,6.5,4.12,22.51,60.75,5.49,0.64,1235,1379,2368,2359,51.94,58.46
49.75,"T",50.25,69.64,"D",30.37,1.58,6.44,62.23,8.47,0.11,2.02,0.14,0.08,18.72,0.07,0.17,17.41,5.15,6.07,62.78,8.41,0.39,25361,26109,38685,38226,65.37,68.3
28.35,"T",71.65,34.23,"T",65.77,1.56,5.61,28.95,22.93,0.1,2.13,0.03,0.27,38.21,0.07,0.14,28.31,5.4,8.66,22.58,10.81,,2968,3123,5591,5601,52.89,55.76
41.4,"T",58.6,54.22,"D",45.78,2.86,4.87,47.24,13.91,0.19,4.87,0.13,0.06,25.34,0.39,0.13,29.6,4.25,9.17,40.64,16.33,,1543,1695,2729,2776,56.39,61.06
58.59,"D",41.41,61.89,"D",38.11,1.57,7.63,52.38,14.17,0.17,2.1,0.12,0.12,21.44,0.08,0.21,18.3,6.67,9.34,54.39,11.31,,4854,5091,7471,7408,64.88,68.72
62.27,"D",37.73,64.91,"D",35.09,1.63,7.72,53.82,11.71,0.37,5.82,0.1,0.1,18.39,0.14,0.21,13.5,7.13,17.72,52.32,7.96,0.92,5183,5434,7843,7828,65.74,69.42
41.09,"T",58.91,56.26,"D",43.74,1.75,6.81,46.75,18.52,0.19,2.96,0.03,0.13,22.41,0.16,0.29,23.69,6.75,11.72,48.1,6.75,2.99,3146,3315,6684,6622,47.01,50.06
74.25,"D",25.75,75.25,"D",24.75,1.17,5.41,66.67,11.16,0.17,2.03,0.05,0.1,13.04,0.02,0.17,7.9,4.05,15.17,67.89,3.58,0.69,4100,4437,7131,7098,57.31,62.51
58.07,"D",41.93,63.49,"D",36.51,1.42,6.81,54.36,11.18,0.15,3.54,0.09,0.15,22.08,0.09,0.12,15.97,5.08,13.42,53.54,10.65,1.34,3314,3678,5697,5712,57.96,64.39
61.96,"D",38.04,66.88,"D",33.12,2.66,7.14,55.3,12.09,0.11,4.0,0.11,0.16,18.38,0.0,0.05,11.96,6.21,17.06,54.22,9.38,1.17,1884,2062,3207,3223,58.53,63.98
75.94,"D",24.06,83.56,"D",16.44,0.9,5.74,75.04,6.27,0.11,3.95,0.05,0.16,7.64,0.11,0.05,3.42,5.82,14.95,71.28,4.54,,1902,2171,3175,3184,59.81,68.18
71.16,"D",28.84,78.35,"D",21.65,0.73,6.7,69.74,8.08,0.04,4.17,0.08,0.04,10.07,0.11,0.23,6.05,6.05,14.73,67.5,4.53,0.8,2616,2887,4528,4622,57.66,62.46
51.65,"D",48.35,61.97,"D",38.03,1.85,4.58,55.09,10.8,0.0,1.85,0.34,0.27,24.68,0.21,0.34,20.16,5.66,13.62,52.7,6.01,1.86,1467,1596,2471,2457,59.21,64.96
70.81,"D",29.19,74.5,"D",25.5,1.07,8.36,63.94,8.63,0.21,5.63,0.24,0.09,11.57,0.12,0.12,3.34,6.37,27.94,57.4,4.95,,3280,3380,5812,5825,56.21,58.03
54.01,"D",45.99,61.81,"D",38.19,2.0,7.21,52.09,12.94,0.13,3.43,0.13,0.09,21.57,0.0,0.4,13.09,6.08,15.98,51.42,10.82,2.61,2255,2370,3716,3679,60.5,64.42
72.55,"D",27.45,75.32,"D",24.68,0.73,6.11,66.89,8.3,0.1,5.84,0.13,0.02,11.64,0.1,0.15,6.01,4.97,17.44,67.75,3.83,,5219,5644,8815,8860,59.07,63.7
31.63,"T",68.37,50.3,"D",49.7,1.41,5.43,42.7,21.23,0.0,2.81,0.19,0.1,25.98,0.1,0.05,18.25,4.29,6.38,29.29,7.53,,2072,2185,4488,4465,45.97,48.94
50.06,"D",49.94,29.24,"T",70.76,3.68,7.14,26.23,21.09,0.43,3.24,0.05,0.27,37.26,0.38,0.22,37.04,8.16,8.9,25.17,20.72,,1854,2982,2471,3610,74.83,82.6
84.97,"D",15.03,84.88,"D",15.12,0.77,10.77,73.36,5.47,0.37,2.65,0.1,0.1,6.17,0.02,0.2,4.66,8.74,6.4,77.09,2.78,,4011,4113,6413,6367,62.39,64.6
44.19,"T",55.81,48.1,"T",51.9,1.76,5.76,41.69,18.64,0.07,3.41,0.15,0.11,27.96,0.29,0.15,20.65,6.47,22.22,38.76,11.9,,2742,2902,5086,5032,53.58,57.67
72.31,"D",27.69,77.38,"D",22.62,1.23,10.3,66.77,6.79,0.17,2.85,0.14,0.06,11.45,0.06,0.2,13.89,6.5,8.45,65.47,4.56,1.13,3590,3869,6070,6041,59.0,64.05
59.92,"D",40.08,66.9,"D",33.1,0.67,9.46,56.32,10.13,0.0,5.27,0.0,0.25,17.41,0.08,0.42,10.77,5.87,23.38,50.79,9.19,,1200,1553,2050,2064,58.29,75.24
37.34,"T",62.66,42.65,"T",57.35,2.41,6.05,36.28,17.17,0.12,2.99,0.12,0.12,34.45,0.1,0.21,30.35,6.26,13.08,37.21,13.1,,5219,5786,9305,9616,55.78,60.17
79.32,"D",20.68,73.99,"D",26.01,0.98,8.82,64.12,9.06,0.14,2.61,0.11,0.06,13.73,0.12,0.24,11.04,7.0,9.53,67.72,4.43,,14278,14841,21619,21641,65.81,68.58
59.34,"D",40.66,61.68,"D",38.32,1.28,8.72,51.41,16.41,0.17,1.11,0.17,0.17,20.32,0.04,0.21,27.6,7.06,5.5,52.15,6.23,0.87,5254,5256,8712,8585,60.17,61.22
48.51,"T",51.49,59.12,"D",40.88,1.99,5.78,55.02,9.8,0.08,2.34,0.0,0.15,24.62,0.08,0.15,21.94,6.53,8.14,54.81,8.58,,2624,3075,4573,4724,57.12,65.09
54.71,"D",45.29,57.66,"D",42.34,1.5,6.19,51.44,15.12,0.12,1.81,0.56,0.06,22.75,0.31,0.12,19.93,6.83,13.45,52.33,7.46,,1605,1703,2540,2563,62.99,66.45
35.34,"T",64.66,43.49,"T",56.51,2.33,4.66,38.13,15.59,0.17,2.19,0.14,0.14,36.21,0.21,0.24,26.24,6.09,10.96,37.78,18.93,,4234,4449,7691,7607,54.73,58.49
71.48,"D",28.52,84.91,"D",15.09,0.58,7.17,74.13,5.81,0.1,4.26,0.1,0.1,7.56,0.1,0.1,3.77,5.09,11.85,75.3,3.21,0.66,1036,1153,1955,1946,52.79,59.25
